Date,Amount Salary,Amount BankSC,13 Drews Ct.,Work Related/Other,Description,Description II,Receipt Group,,,,,,,,,,,,,,
1/25/2016,,,-480.25,,Materials,Lowe's,Lights and railing,,,,,,,,,,,,,,
1/25/2016,,,-254.63,,Materials,Lowe's,Sink and lights,,,,,,,,,,,,,,
1/25/2016,-3.57,,,,Dip,Kangaroo Express,,,,,,,,,,,,,,,
1/26/2016,,,-170,,Granite,Tile & Stone,,,,,,,,,,,,,,,
1/26/2016,,,-100.73,,Materials,Lowe's,Handrail and electrical,,,,,,,,,,,,,,
1/26/2016,,,25.97,,Materials,Lowe's,Return,,,,,,,,,,,,,,
1/26/2016,,,-18.44,,Materials,Souther Lumber,Quikrete,,,,,,,,,,,,,,
1/26/2016,,,-19.54,,Materials,Souther Lumber,Quikrete,,,,,,,,,,,,,,
1/27/2016,,,-1019.9,,Appliances,Moluf's,Hot Water Heater,,,,,,,,,,,,,,
1/28/2016,,,-62.24,,Materials,Souther Lumber,,,,,,,,,,,,,,,
1/28/2016,-4.96,,,,Restaurant Meal,Harris Teeter,,,,,,,,,,,,,,,
1/29/2016,,,18.04,,Materials,Souther Lumber,Return,,,,,,,,,,,,,,
1/29/2016,,,-55.13,,Materials,Lowe's,Concrete and 4x4's,,,,,,,,,,,,,,
1/29/2016,-5.06,,,,Restaurant Meal,Harris Teeter,,,,,,,,,,,,,,,
1/30/2016,,,-138.9,,Flooring,Lumber Liquidators,,,,,,,,,,,,,,,
1/30/2016,,,55.55,,Flooring,Lumber Liquidators,Return,,,,,,,,,,,,,,
1/30/2016,,,-2235.72,,Appliances,Lowe's,"Range,refrig,micro,washer",,,,,,,,,,,,,,
1/30/2016,,,-18.07,,Materials,Lowe's,Mortar Mix,,,,,,,,,,,,,,
1/30/2016,-6.6,,,,Restaurant Meal,Harris Teeter,,,,,,,,,,,,,,,
1/31/2016,-45.99,,,,Groceries,Trader Joe's,,,,,,,,,,,,,,,
1/31/2016,,,-955.77,,Bathroom,Lowe's,Toilets and vanities,,,,,,,,,,,,,,
1/31/2016,-3.57,,,,Gasoline,,,,,,,,,,,,,,,,
2/1/2016,,,-86.78,,Bathroom,Lowe's,Trim Rings,,,,,,,,,,,,,,
2/1/2016,,,-60.28,,Bathroom,Lowe's,,,,,,,,,,,,,,,
2/1/2016,,,14.09,,Bathroom,Lowe's,Trim Rings,,,,,,,,,,,,,,
2/1/2016,,,97.64,,Bathroom,Lowe's,Trim Rings,,,,,,,,,,,,,,
2/1/2016,,,-76.35,,Materials,Souther Lumber,2x6's 4x4's,,,,,,,,,,,,,,
2/2/2016,-6.09,,,,Restaurant Meal,Harris Teeter,,,,,,,,,,,,,,,
1/27/2016,-3.55,,,,Dip,Rutldege Market,,,,,,,,,,,,,,,
2/1/2016,-11.92,,,,Beer,College Corner,,,,,,,,,,,,,,,
2/2/2016,,,-5.13,,Materials,Hughe's,House number,,,,,,,,,,,,,,
1/5/2016,-193.32,,,,Health Insuarance,,,,,,,,,,,,,,,,
1/19/2016,,,-20,,Cash,Neighbor water bill,,,,,,,,,,,,,,,
1/28/2016,,,1500,,Paint,2nd coat,,,,,,,,,,,,,,,
1/27/2016,,,-11.86,,Electricity,SCE&G,,,,,,,,,,,,,,,
1/29/2016,,,-1500,,Electrical,2nd Payment,,,,,,,,,,,,,,,
2/3/2016,,,-110.6,,Materials,Hughe's,Door Locks,,,,,,,,,,,,,,
2/3/2016,,,-90.34,,Materials,Hughe's,Weather Flashing and tresholds,,,,,,,,,,,,,,
2/3/2016,-3.57,,,,Dip,BP,,,,,,,,,,,,,,,
2/4/2016,-11.85,,,,Restaurant Meal,Bilo,,,,,,,,,,,,,,,
2/4/2016,-5.96,,,,Beer,Rutldege Market,,,,,,,,,,,,,,,
2/5/2016,-5.85,,,,Cigarettes,Rutldege Market,,,,,,,,,,,,,,,
2/5/2016,,,-32.55,,Gravel,Ford's RediMix,,,,,,,,,,,,,,,
2/5/2016,,,-32.55,,Gravel,Ford's RediMix,,,,,,,,,,,,,,,
2/6/2016,-64.45,,,,Groceries,Trader Joe's,,,,,,,,,,,,,,,
2/8/2016,,,-29.49,,Materials,Lowe's,Mortar Mix and plants,,,,,,,,,,,,,,
2/8/2016,,,-20.11,,Materials,BP,gas tank and gas,,,,,,,,,,,,,,
2/9/2016,,,-29.33,,Materials,Hughe's,sanding disks and weather stripping,,,,,,,,,,,,,,
2/9/2016,,,-32.55,,Gravel,Ford's RediMix,,,,,,,,,,,,,,,
2/9/2016,-29.26,,,,Restaurant Meal,Five Loaves,,,,,,,,,,,,,,,
2/10/2016,,,-393.57,,Materials,Lowe's,Bathroom Acotrementre,,,,,,,,,,,,,,
2/10/2016,,,-110.04,,Materials,Lowe's,Lattice and 2x4's,,,,,,,,,,,,,,
2/10/2016,,,-26.86,,Materials,Hyam's,Pine Straw,,,,,,,,,,,,,,
2/10/2016,,,-27.12,,Materials,Hughe's,Sanding Disks,,,,,,,,,,,,,,
2/10/2016,-10.74,,,,Restaurant Meal,Harris Teeter,,,,,,,,,,,,,,,
2/10/0216,-41.58,,,,Gasoline,BP,,,,,,,,,,,,,,,
2/10/2016,-12.86,,,,Restaurant Meal,Bilo,,,,,,,,,,,,,,,
2/11/2016,,,-108.49,,Router/Modem,Bet Buy,,,,,,,,,,,,,,,
2/11/2016,,,-203.83,,Materials,Hughe's,Door Stops mirror adhesive,,,,,,,,,,,,,,
2/3/2016,-4.25,,,,Dip,Knight's Quick Stop,,,,,,,,,,,,,,,
2/5/2016,-193.32,,,,Health Insuarance,Coventry One,,,,,,,,,,,,,,,
1/29/2016,,,-1500,,Electrical,Dale Spence,,,,,,,,,,,,,,,
2/8/2016,,,-380.35,,Trash,Mr.Brown,,,,,,,,,,,,,,,
2/9/2016,,,-1700,,Paint,Cornell Williams,,,,,,,,,,,,,,,
2/9/2016,,,-3000,,HVAC,Bozelli Sevices,,,,,,,,,,,,,,,
2/10/2016,,,-2650,,Plumbing,Able Perez,,,,,,,,,,,,,,,
2/11/2016,,,-300,,Electrical,Dale Spence,,,,,,,,,,,,,,,
2/12/0206,-8.81,,,,Restaurant Meal,Bilo,,,,,,,,,,,,,,,
2/13/2016,-22.95,,,,Groceries,Harris Teeter,,,,,,,,,,,,,,,
2/13/2016,-18.97,,,,Restaurant Meal,Fuel,,,,,,,,,,,,,,,
2/14/2016,,,-48.8,,Materials,Lowe's,,,,,,,,,,,,,,,
2/14/2016,,,123.71,,Materials,Lowe's,Return pipe,,,,,,,,,,,,,,
2/14/2016,-31.4,,,,Groceries,Harris Teeter,,,,,,,,,,,,,,,
2/15/2016,-3.57,,,,Dip,BP,,,,,,,,,,,,,,,
2/16/2016,,,-177.91,,Blinds,Lowe's,,,,,,,,,,,,,,,
2/17/2016,,,-139.73,,Materials,Wal-Mart,Rugs/Apple TV,,,,,,,,,,,,,,
2/17/2016,-10.48,,,,Restaurant Meal,Moe's,,,,,,,,,,,,,,,
2/17/2016,,,-65.98,,Blinds,Lowe's,,,,,,,,,,,,,,,
2/18/2016,,,-8.11,,Keys,Hughe's,,,,,,,,,,,,,,,
2/18/2016,-37.41,,,,Groceries,Trader Joe's,,,,,,,,,,,,,,,
2/19/2016,-31.45,,,,Office Supplies,Staples,,,,,,,,,,,,,,,
2/19/2016,-17,,,,Hair Cut,Great Clips,,,,,,,,,,,,,,,
2/19/2016,-28.71,,,,Restaurant Meal,Cordaditos,,,,,,,,,,,,,,,
2/27/2016,-19.41,,,,Restaurant Meal,Santi's,,,,,,,,,,,,,,,
2/29/2016,-10.5,,,,Restaurant Meal,Doe's Pita,,,,,,,,,,,,,,,
2/20/2016,-35.21,,,,Groceries,Trader Joe's,,,,,,,,,,,,,,,
2/21/2016,,,-34.21,,Materials,Lowe's,"Brackets,peatmoss, seeds",,,,,,,,,,,,,,
2/22/2016,-2.04,,,,Coffee,Starbucks,,,,,,,,,,,,,,,
2/22/2016,-2.04,,,,Coffee,Starbucks,,,,,,,,,,,,,,,
2/22/2016,-1.17,,,,Domain,Godaddy,,,,,,,,,,,,,,,
2/22/2016,-41.82,,,,Groceries,Trader Joe's,,,,,,,,,,,,,,,
2/23/2016,,,-34.55,,Materials,Hughe's,"Brackets,pesticide,wall anchors",,,,,,,,,,,,,,
2/24/2016,,,-14.99,,Security System,SimpliSafe,,,,,,,,,,,,,,,
2/25/2016,-11.39,,,,Groceries,Bi-lo,,,,,,,,,,,,,,,
2/26/2016,,,-38.57,,Grass Seed,Lowe's,,,,,,,,,,,,,,,
2/26/2016,,,-42.04,,Materials,Hughe's,"Bike Hook,weather stripping",,,,,,,,,,,,,,
2/26/2016,-11.92,,,,Beer,Rutldege Market,,,,,,,,,,,,,,,
2/28/2016,-24.66,,,,Groceries,Harris Teeter,,,,,,,,,,,,,,,
2/28/2016,-27.11,,,,Groceries,H&L Asian market,,,,,,,,,,,,,,,
2/28/2016,-20.24,,,,Gasoline,BP,,,,,,,,,,,,,,,
2/29/2016,,,,-2.1,Server,Digital Ocean,Personal Website,,,,,,,,,,,,,,
2/1/2016,,,22.24,,Materials,Hughe's,,,,,,,,,,,,,,,
2/24/2016,,,-102.77,,Comcast,Installation,,,,,,,,,,,,,,,
2/24/2016,,,-202.79,,SCE&G,Electric and Gs,,,,,,,,,,,,,,,
2/29/2016,,,-645,,Insurance,Flood Insurance,,,,,,,,,,,,,,,
2/19/2016,104.52,,,,Metal Scrapp,,,,,,,,,,,,,,,,
3/1/2016,-13.01,,,,Beer,Rutldege Market,,,,,,,,,,,,,,,
3/1/2016,,,-9.89,,Materials,Hughe's,Air Filter,,,,,,,,,,,,,,
3/1/2016,,,22.24,,Materials,Hughe's,Air Filter,,,,,,,,,,,,,,
3/1/2016,16.08,,,,Groceries,Bilo,,,,,,,,,,,,,,,
3/3/2016,-3.44,,,,Groceries,Whole Foods,,,,,,,,,,,,,,,
3/3/2016,-33.5,,,,Groceries,Trader Joe's,,,,,,,,,,,,,,,
3/3/2016,-4.32,,,,Groceries,Bi-lo,,,,,,,,,,,,,,,
3/4/2016,-18.73,,,,Restaurant Meal,Taco Boy,,,,,,,,,,,,,,,
3/5/2016,,,-254.88,,Materials,Lowe's,galvanized pipe,,,,,,,,,,,,,,
3/4/2016,-3.14,,,,Groceries,Bi-lo,,,,,,,,,,,,,,,
3/5/2016,-11,,,,Bar,Royal American,,,,,,,,,,,,,,,
3/5/2016,-8.36,,,,Groceries,Bi-lo,,,,,,,,,,,,,,,
3/6/2016,-35.04,,,,Groceries,Trader Joe's,,,,,,,,,,,,,,,
3/7/2016,-3.57,,,,Dip,BP,,,,,,,,,,,,,,,
3/8/2016,-12.19,,,,Groceries,Bi-lo,,,,,,,,,,,,,,,
3/9/2016,-24.86,,,,Restaurant Meal,Bahn Mi,,,,,,,,,,,,,,,
3/9/2016,-10.14,,,,Beer,Bilo,,,,,,,,,,,,,,,
3/10/2016,-10.51,,,,Restaurant Meal,Soy Noodle,,,,,,,,,,,,,,,
3/10/2016,-8.68,,,,Drinks,Exxon,,,,,,,,,,,,,,,
3/11/2016,,,-21.29,,Landscaping,Lowe's,Box Wood,,,,,,,,,,,,,,
3/11/0206,,,45.23,,Materials,Lowe's,galvanized pipe,,,,,,,,,,,,,,
3/11/2016,-23.57,,,,Gasoline,BP,,,,,,,,,,,,,,,
3/7/2016,,1800,,,Ladson Partnership,,,,,,,,,,,,,,,,
3/7/2016,,,550,,Rent,Dopp Michael,,,,,,,,,,,,,,,
3/8/2016,,,355,,Rent,Palmer Giles,,,,,,,,,,,,,,,
3/7/2016,-193.32,,,,Health Insuarance,,,,,,,,,,,,,,,,
3/8/2016,,,550,,Rent,Hutson Richard,,,,,,,,,,,,,,,
3/10/2016,-24.84,,,,Bicycle Repair,Bicycle Shoppe,,,,,,,,,,,,,,,
3/3/2016,,,-2033.08,,Homeowner's Insurance,,,,,,,,,,,,,,,,
3/10/2016,,,-6,,Landscaping,Recycling Center,,,,,,,,,,,,,,,
3/14/2016,,,-137.25,,Water,CWS,,,,,,,,,,,,,,,
3/25/2016,,,-18.5,,Landscaping,W&P Plants,Confederate Jasmine,,,,,,,,,,,,,,
3/12/2016,-10.73,,,,Restaurant Meal,Taco Biy,,,,,,,,,,,,,,,
3/12/2016,-11.23,,,,Beer,BP,,,,,,,,,,,,,,,
3/13/2016,-20.25,,,,Bar,Reds Ice House,,,,,,,,,,,,,,,
3/13/2016,-18.76,,,,Groceries,Harris Teeter,,,,,,,,,,,,,,,
3/14/2016,-27.16,,,,Groceries,Trader Joe's,,,,,,,,,,,,,,,
3/15/2016,-8.68,,,,Groceries,Bilo,,,,,,,,,,,,,,,
3/16/2016,-10.11,,,,Groceries,Bilo,,,,,,,,,,,,,,,
3/17/2016,-3.46,,,,Dip,Shell,,,,,,,,,,,,,,,
3/17/2016,,,-23.27,,Plumbing,Lowe's,Shower Head,,,,,,,,,,,,,,
3/17/2016,-16,,,,Hair Cut,Great Clips,,,,,,,,,,,,,,,
3/18/2016,-2.04,,,,Coffee,Starbucks,,,,,,,,,,,,,,,
3/18/2016,-14.09,,,,Beer,Rutldege Market,,,,,,,,,,,,,,,
3/18/2016,-4.53,,,,Yeast,Botles,,,,,,,,,,,,,,,
3/19/2016,-7.9,,,,Groceries,Bilo,,,,,,,,,,,,,,,
3/19/2016,-12.91,,,,Beer,Bilo,,,,,,,,,,,,,,,
3/20/2016,-13.26,,,,Restaurant Meal,Desano's,,,,,,,,,,,,,,,
3/21/2016,-26.17,,,,Groceries,Trader Joe's,,,,,,,,,,,,,,,
3/21/2016,-2.04,,,,Coffee,Starbucks,,,,,,,,,,,,,,,
3/21/2016,-7.17,,,,Restaurant Meal,Moe's,,,,,,,,,,,,,,,
3/22/2016,-7,,,,Bicycle Repair,Bicycle Shoppe,,,,,,,,,,,,,,,
3/22/2016,2.04,,,,Coffee,Starbucks,,,,,,,,,,,,,,,
3/22/2016,-2.18,,,,Groceries,Bilo,,,,,,,,,,,,,,,
3/23/2016,,,-17.45,,Landscaping,Hyam's,,,,,,,,,,,,,,,
3/23/2016,-3.57,,,,Dip,BP,,,,,,,,,,,,,,,
3/23/2016,-7.28,,,,Groceries,Bilo,,,,,,,,,,,,,,,
3/24/2016,-8.14,,,,Groceries,Bilo,,,,,,,,,,,,,,,
3/24/2016,,,550,,Rent,Palmer Giles,,,,,,,,,,,,,,,
3/23/2016,,,8,,Landscaping,Dopp Michael,,,,,,,,,,,,,,,
3/24/2016,,,-67.66,,Electricity,SCE&G,,,,,,,,,,,,,,,
3/25/2016,,,-49.99,,Comcast,,,,,,,,,,,,,,,,
3/25/2016,-9.15,,,,Restaurant Meal,Jimmy John's,,,,,,,,,,,,,,,
3/26/2016,-12.86,,,,Bar,The Alley,,,,,,,,,,,,,,,
3/26/2016,-8,,,,Bar,The Alley,,,,,,,,,,,,,,,
3/26/2016,-11.94,,,,Restaurant Meal,Delllz Midtown,,,,,,,,,,,,,,,
3/26/2016,-11.26,,,,Beer,Burris Liquor,,,,,,,,,,,,,,,
3/27/2016,-36.56,,,,Groceries,Trader Joe's,,,,,,,,,,,,,,,
3/28/2016,,,-14.99,,SimpliSafe,,,,,,,,,,,,,,,,
3/31/2016,-18,,,,Bar,Royal American,,,,,,,,,,,,,,,
4/1/2016,-10,,,,Server,Digital Ocean,,,,,,,,,,,,,,,
4/2/2016,-3.57,,,,Dip,BP Store,,,,,,,,,,,,,,,
4/3/2016,-31.87,,,,Groceries,Trader Joe's,,,,,,,,,,,,,,,
4/3/2016,-85.72,,,,Vacuum Cleaner,Amazon,,,,,,,,,,,,,,,
4/5/2016,-5.18,,,,Dip,Shell Oil,,,,,,,,,,,,,,,
4/5/2016,-9.2,,,,Groceries,Bi-lo,,,,,,,,,,,,,,,
4/6/2016,-10.94,,,,Restaurant Meal,Dellz,,,,,,,,,,,,,,,
4/5/2016,,,-57.79,,Water,CPW,,,,,,,,,,,,,,,
04/03/2016,,,550,,Rent,Michael Dopp,,,,,,,,,,,,,,,
04/04/2016,,,550,,Rent,Richard Hutson,,,,,,,,,,,,,,,
4/25/2016,-18.5,,,,Landscaping,W&P Plants,,,,,,,,,,,,,,,
4/31/2016,-12.25,,,,Beer Knights,,,,,,,,,,,,,,,,
4/4/2016,-6.11,,,,Restaurant Meal,Torres Supretes,,,,,,,,,,,,,,,
4/6/2016,-1.72,,,,Groceries,Bi-lo,,,,,,,,,,,,,,,
4/7/2016,,,-30.34,,Materials,Lowe's,Cables,,,,,,,,,,,,,,
4/7/2016,-6.08,,,,Restaurant Meal,Harris Teeter,,,,,,,,,,,,,,,
4/7/2016,-16,,,,Hair Cut,Great Clips,,,,,,,,,,,,,,,
4/8/2016,-87.03,,,,Gift,Wal-Mart,Apple Tv,,,,,,,,,,,,,,
4/8/2016,-13.47,,,,Groceries,Bi-lo,,,,,,,,,,,,,,,
4/9/2016,-23.52,,,,Gasoline,BP,,,,,,,,,,,,,,,
4/9/2016,-10.31,,,,Groceries,Bi-lo,,,,,,,,,,,,,,,
4/10/2016,-12.83,,,,Propane,U-Haul,liquor still,,,,,,,,,,,,,,
4/10/2016,-18.25,,,,Groceries,Bi-lo,,,,,,,,,,,,,,,
4/12/2016,-57.36,,,,Groceries,Trader Joe's,,,,,,,,,,,,,,,
4/12/2016,-3,,,,Beer,The Alley,,,,,,,,,,,,,,,
4/13/2016,-4.99,,,,Gasoline,Sunoco,,,,,,,,,,,,,,,
4/13/2016,-28.63,,,,Beer,Green's Beverage,,,,,,,,,,,,,,,
4/13/2016,-66.05,,,,Fishing Supplies,Curtis Wright Outifitte,,,,,,,,,,,,,,,
4/17/2016,-6.67,,,,Drinks,BP,,,,,,,,,,,,,,,
4/17/2016,-3.52,,,,Dip,BP,,,,,,,,,,,,,,,
4/18/2016,-8.67,,,,Printer Paper,Rite Aid,,,,,,,,,,,,,,,
4/11/2016,,,337.08,,Insurance Reimbursement,Travelers,,,,,,,,,,,,,,,
4/14/2016,-193.32,,,,Health Insuarance,Coventry One,,,,,,,,,,,,,,,
4/18/2016,,,-74.2,,Homeowner's Insurance,Johnson & Johnson,,,,,,,,,,,,,,,
4/21/2016,-1.72,,,,Drink,Shell Oil,,,,,,,,,,,,,,,
4/21/2016,-7.13,,,,Dip,Shell Oil,,,,,,,,,,,,,,,
4/22/2016,-44.14,,,,Groceries,Trader Joe's,,,,,,,,,,,,,,,
4/22/2016,-42.14,,,,Oil Change,Speedee,,,,,,,,,,,,,,,
4/22/2016,-23.85,,,,Car Filter,Pep Boys,,,,,,,,,,,,,,,
4/23/2016,-7,,,,Beer,Volvo Car Stadium,,,,,,,,,,,,,,,
4/23/2016,-113.93,,,,Shoes,Half-Moon,,,,,,,,,,,,,,,
4/24/2016,-7,,,,Beer,Volvo Car Stadium,,,,,,,,,,,,,,,
4/24/2016,-10.4,,,,Groceries,Harris Teeter,,,,,,,,,,,,,,,
4/24/2016,3.52,,,,Dip,BP,,,,,,,,,,,,,,,
4/25/2016,-25.56,,,,Gasoline,Pilot,,,,,,,,,,,,,,,
4/25/2016,-26.36,,,,Groceries,H&L Asian market,,,,,,,,,,,,,,,
4/25/2016,-5.03,,,,Drinks,Greggs,,,,,,,,,,,,,,,
4/25/2016,-16,,,,Hair Cut,Great Clips,,,,,,,,,,,,,,,
4/27/2016,-23.79,,,,Gasoline,Shell Oil,,,,,,,,,,,,,,,
4/27/2016,-12.71,,,,Restaurant Meal,East Bay Deli,,,,,,,,,,,,,,,
4/28/2016,-14.99,,,,SimpliSafe,,,,,,,,,,,,,,,,
4/28/2016,-10.19,,,,Beer,Shell Oil,,,,,,,,,,,,,,,
4/29/2016,-9.54,,,,Beer,Bi-lo,,,,,,,,,,,,,,,
4/30/2016,-18.97,,,,Medical Supplies,Walgreens,,,,,,,,,,,,,,,
4/30/2016,-35.35,,,,Groceries,Trader Joe's,,,,,,,,,,,,,,,
4/30/2016,-10.84,,,,Groceries,Piggly Wiggly,,,,,,,,,,,,,,,
4/30/2016,-10,,,,Digital Ocean,Website,,,,,,,,,,,,,,,
5/1/2016,-11.14,,,,Groceries,Harris Teeter,,,,,,,,,,,,,,,
5/1/2016,-9.05,,,,Groceries,Harris Teeter,,,,,,,,,,,,,,,
5/2/2016,-9.25,,,,Restaurant Meal,Shuang Xi,,,,,,,,,,,,,,,
5/3/2016,-8.68,,,,Groceries,Bi-lo,,,,,,,,,,,,,,,
5/6/2016,-61.03,,,,Groceries,Trader Joe's,,,,,,,,,,,,,,,
4/22/2016,-6,,,,Bar,Holy City,,,,,,,,,,,,,,,
4/22/2016,-11.73,,,,Restaurant Meal,Hannibals,,,,,,,,,,,,,,,
4/25/2016,-4.75,,,,Beer,Knights,,,,,,,,,,,,,,,
4/29/2016,-10.99,,,,Restaurant Meal,Mama Kim's,,,,,,,,,,,,,,,
05/02/2016,,,550,,Rent,Richard Hutson,,,,,,,,,,,,,,,
05/02/2016,,,550,,Rent,Michael Dopp,,,,,,,,,,,,,,,
05/03/2016,,,550,,Rent,Palmer Giles,,,,,,,,,,,,,,,
5/5/2016,-193.32,,,,Health Insuarance,Coventry One,,,,,,,,,,,,,,,
4/26/2016,,,-79.53,,Electricity,SCE&G,,,,,,,,,,,,,,,
5/2/2016,,,-59,,Comcast,,,,,,,,,,,,,,,,
5/6/2016,407.63,,,,Salary,Good Done Great,,,,,,,,,,,,,,,
4/7/2016,-4,,,,River Dogs,,,,,,,,,,,,,,,,
4/22/2016,-32,,,,Tickets,Volvo Car Stadium,,,,,,,,,,,,,,,
4/22/2016,-11,,,,Uber,,,,,,,,,,,,,,,,
4/22/2016,-39,,,,Uber,,,,,,,,,,,,,,,,
4/25/2016,-7,,,,Beer,,,,,,,,,,,,,,,,
5/4/2016,-5,,,,Beer,,,,,,,,,,,,,,,,
5/6/2016,-27.65,,,,Medical Supplies,Rite Aid,,,,,,,,,,,,,,,
5/7/2016,-1.73,,,,Beer,Bi-lo,,,,,,,,,,,,,,,
5/9/2016,-18.31,,,,Ear Buds,Wal-Mart,,,,,,,,,,,,,,,
5/9/2016,-2.19,,,,Food,Wal-Mart,,,,,,,,,,,,,,,
5/9/2016,-11.16,,,,Restaurant Meal,Home Team,,,,,,,,,,,,,,,
5/10/2016,-3.74,,,,Dip,Shell Oil,,,,,,,,,,,,,,,
5/10/2016,-26.05,,,,Gasoline,BP,,,,,,,,,,,,,,,
5/12/2016,-95,,,,Amex Membership Fee,,,,,,,,,,,,,,,,
5/12/2016,-1.72,,,,Drinks,Shell,,,,,,,,,,,,,,,
5/13/2016,,,-198.95,,Washing Machine,Replacement Parts,,,,,,,,,,,,,,,
5/13/2016,,,-60.87,,Washing Machine,Lowe's,,,,,,,,,,,,,,,
5/13/2016,-14.46,,,,Groceries,Harris Teeter,,,,,,,,,,,,,,,
5/14/2016,-6,,,,Beer,Tatooed Moose,,,,,,,,,,,,,,,
5/14/2016,-38,,,,Plants,Lowe's,,,,,,,,,,,,,,,
5/13/2016,-55.9,,,,Groceries,Trader Joe's,,,,,,,,,,,,,,,
5/14/2016,-13,,,,Beer,Revelry,,,,,,,,,,,,,,,
5/15/2016,-28.24,,,,Plants,Lowe's,,,,,,,,,,,,,,,
5/15/2016,-15,,,,Beer,Low Tide,,,,,,,,,,,,,,,
5/15/2016,-8.03,,,,Groceries,Bi-lo,,,,,,,,,,,,,,,
5/17/2016,-4.24,,,,Drinks,Shell,,,,,,,,,,,,,,,
5/17/2016,,,-3.78,,Washing Machine,Lowe's,,,,,,,,,,,,,,,
5/19/2016,-21.72,,,,Gasoline,Shell,,,,,,,,,,,,,,,
5/19/2016,-73.14,,,,Gift,Pottery Barn,wedding,,,,,,,,,,,,,,
5/19/2016,-11.8,,,,Groceries,Bi-lo,,,,,,,,,,,,,,,
5/20/2016,-9.79,,,,Collander,Wallmart,,,,,,,,,,,,,,,
5/20/2016,-16,,,,Hair Cut,Great Clips,,,,,,,,,,,,,,,
5/21/2016,-9.66,,,,Drinks,Rutldege Market,,,,,,,,,,,,,,,
5/21/2016,-12.95,,,,Beer,Ashepoo Grocery,,,,,,,,,,,,,,,
5/22/2016,-37.88,,,,Groceries,Trader Joe's,,,,,,,,,,,,,,,
5/23/2016,-2.04,,,,Coffee,Starbucks,,,,,,,,,,,,,,,
5/16/2016,-10,,,,Restaurant Meal,Auto Bahn,,,,,,,,,,,,,,,
5/19/2016,-10.5,,,,Restaurant Meal,Doe's Pita,,,,,,,,,,,,,,,
5/21/2016,-7.46,,,,Restaurant Meal,Shuang Xi,,,,,,,,,,,,,,,
5/23/2016,-5,,,,Uber,,,,,,,,,,,,,,,,
5/23/2016,-16.12,,,,Uber,,,,,,,,,,,,,,,,
05/06/2016,,,-73.26,,Water,CWS,,,,,,,,,,,,,,,
5/20/2016,989.95,,,,Salary,Good Done Great,,,,,,,,,,,,,,,
6/6/2016,,1900,,,Ladson Partnership,,,,,,,,,,,,,,,,
6/7/2016,,,650,,Rent,Richard Hutson,,,,,,,,,,,,,,,
6/1/2016,,,550,,Rent,Michael Dopp,,,,,,,,,,,,,,,
6/1/2016,,,550,,Rent,Palmer Giles,,,,,,,,,,,,,,,
5/25/2016,,,-71.04,,Electricity,SCE&G,,,,,,,,,,,,,,,
5/31/2016,,,-107.82,,Internet,Comcast,,,,,,,,,,,,,,,
6/6/2016,989.96,,,,Salary,Good Done Great,,,,,,,,,,,,,,,
6/7/2016,,,-81.64,,Water,CPW,,,,,,,,,,,,,,,
5/22/2016,-30,,,,Bar,Recovery Room,,,,,,,,,,,,,,,
5/23/2016,-25.06,,,,Restaurant Meal,Sake House,,,,,,,,,,,,,,,
5/23/2016,-5.34,,,,Dip,BP,,,,,,,,,,,,,,,
5/25/2016,-14.08,,,,Beer,BP,,,,,,,,,,,,,,,
5/26/2016,-2.04,,,,Coffee,Starbucks,,,,,,,,,,,,,,,
5/27/2016,-16.3,,,,Restaurant Meal,Moe's Tavern,,,,,,,,,,,,,,,
5/28/2016,,,-14.99,,SimpliSafe,,,,,,,,,,,,,,,,
5/28/2016,-14.99,,,,Bar,Fish,,,,,,,,,,,,,,,
5/28/2016,-2.53,,,,Drinks,BP,,,,,,,,,,,,,,,
5/29/2016,-5.34,,,,Restaurant Meal,Harris Teeter,,,,,,,,,,,,,,,
5/30/2016,-10,,,,Digital Ocean,,,,,,,,,,,,,,,,
5/31/2016,-3.52,,,,Dip,BP,,,,,,,,,,,,,,,
6/1/2016,-16.25,,,,Bar,Red's,,,,,,,,,,,,,,,
6/1/2016,-26.25,,,,Gasoline,Circle K,,,,,,,,,,,,,,,
6/2/2016,-9.75,,,,Beer,Rutldege Market,,,,,,,,,,,,,,,
6/3/2016,-2.06,,,,Groceries,Food Lion,,,,,,,,,,,,,,,
6/4/2016,-19.02,,,,Restaurant Meal,Taco Mamacita,,,,,,,,,,,,,,,
6/4/2016,-20.06,,,,Gasoline,Shell,,,,,,,,,,,,,,,
6/4/2016,,,-83.58,,Materials,Lowe's,Roofing Material,,,,,,,,,,,,,,
6/4/2016,-5.24,,,,Dip,BP,,,,,,,,,,,,,,,
6/5/2016,-22.68,,,,Groceries,Harris Teeter,,,,,,,,,,,,,,,
6/5/2016,-4.65,,,,Groceries,Harris Teeter,,,,,,,,,,,,,,,
6/6/2016,-29.59,,,,Groceries,Trader Joe's,,,,,,,,,,,,,,,
6/9/2016,-1.72,,,,Drinks,Shell,,,,,,,,,,,,,,,
6/9/2016,-12.1,,,,Restaurant Meal,Season's of Japan,,,,,,,,,,,,,,,
6/9/2016,-7.55,,,,Groceries,Bi-lo,,,,,,,,,,,,,,,
5/27/2016,-8.04,,,,Restaurant Meal,Jerusalem Market,,,,,,,,,,,,,,,
6/4/2016,-7.68,,,,Restaurant Meal,Shuang Xi,,,,,,,,,,,,,,,
